INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182011645,1870,Drug Violation,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE,C11, ,,2/13/18 16:41,2018,2,Tuesday,16,Part Two,,,,"(0.00000000, 0.00000000)"
I182011620,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A1,92,,2/13/18 13:09,2018,2,Tuesday,13,Part Two,COURT ST,,,"(0.00000000, 0.00000000)"
I182011467,1845,Drug Violation,DRUGS - POSS CLASS D,B2,331,,2/12/18 23:06,2018,2,Monday,23,Part Two,COLUMBIA RD,42.31323896,-71.06822206,"(42.31323896, -71.06822206)"
I182011446,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2/12/18 21:23,2018,2,Monday,21,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182011441,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,574,,2/12/18 20:56,2018,2,Monday,20,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I182011440,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E13,581,,2/12/18 18:35,2018,2,Monday,18,Part Two,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)"
I182011434,1874,Drug Violation,DRUGS - OTHER,C11,343,,2/12/18 20:28,2018,2,Monday,20,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I182011424,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1, ,,2/12/18 19:09,2018,2,Monday,19,Part Two,,42.35238871,-71.06260312,"(42.35238871, -71.06260312)"
I182011404,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D14,814,,2/12/18 18:06,2018,2,Monday,18,Part Two,HOPEDALE ST,42.36012195,-71.12596905,"(42.36012195, -71.12596905)"
I182011402,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,D14, ,,2/12/18 17:25,2018,2,Monday,17,Part Two,GLENVILLE TER,,,"(0.00000000, 0.00000000)"
I182011396,1874,Drug Violation,DRUGS - OTHER,B3,465,,2/12/18 17:41,2018,2,Monday,17,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I182011383,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E18, ,,2/12/18 16:00,2018,2,Monday,16,Part Two,AMERICAN LEGION HWY,,,"(0.00000000, 0.00000000)"
I182011378,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B2,279,,2/12/18 15:59,2018,2,Monday,15,Part Two,HARRISON AVE,42.32929812,-71.08248425,"(42.32929812, -71.08248425)"
I182011378,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,279,,2/12/18 15:59,2018,2,Monday,15,Part Two,HARRISON AVE,42.32929812,-71.08248425,"(42.32929812, -71.08248425)"
I182011376,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,816,,2/12/18 16:00,2018,2,Monday,16,Part Two,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I182011366,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,416,,2/12/18 15:59,2018,2,Monday,15,Part Two,NEVADA ST,42.27980329,-71.07282781,"(42.27980329, -71.07282781)"
I182011366,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B3,416,,2/12/18 15:59,2018,2,Monday,15,Part Two,NEVADA ST,42.27980329,-71.07282781,"(42.27980329, -71.07282781)"
I182011301,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,795,,2/12/18 11:30,2018,2,Monday,11,Part Two,BRIGHTON AVE,42.35336762,-71.13565569,"(42.35336762, -71.13565569)"
I182011284,1846,Drug Violation,DRUGS - POSS CLASS E,B2,268,,2/12/18 9:46,2018,2,Monday,9,Part Two,DEARBORN ST,42.32926098,-71.07900139,"(42.32926098, -71.07900139)"
I182011284,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,268,,2/12/18 9:46,2018,2,Monday,9,Part Two,DEARBORN ST,42.32926098,-71.07900139,"(42.32926098, -71.07900139)"
I182011280,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,D14,784,,2/12/18 9:30,2018,2,Monday,9,Part Two,WARREN ST,42.34988575,-71.14522971,"(42.34988575, -71.14522971)"
I182011274,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,E13,568,,2/12/18 9:34,2018,2,Monday,9,Part Two,PETER PARLEY RD,42.31003674,-71.09793451,"(42.31003674, -71.09793451)"
I182011274,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13,568,,2/12/18 9:34,2018,2,Monday,9,Part Two,PETER PARLEY RD,42.31003674,-71.09793451,"(42.31003674, -71.09793451)"
I182011234,1815,Drug Violation,DRUGS - POSSESSION,C11,402,,2/12/18 3:50,2018,2,Monday,3,Part Two,WASHINGTON ST,42.34997256,-71.06348817,"(42.34997256, -71.06348817)"
I182011223,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6, ,,2/12/18 2:12,2018,2,Monday,2,Part Two,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
I182011177,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,330,,2/11/18 19:00,2018,2,Sunday,19,Part Two,BLUE HILL AVE,42.3043395,-71.08477887,"(42.30433950, -71.08477887)"
I182011144,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,345,,2/11/18 16:55,2018,2,Sunday,16,Part Two,DRAPER ST,42.30287064,-71.06399249,"(42.30287064, -71.06399249)"
I182011117,1874,Drug Violation,DRUGS - OTHER,C11,343,,2/11/18 14:56,2018,2,Sunday,14,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I182011115,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,, ,,2/11/18 13:30,2018,2,Sunday,13,Part Two,,-1,-1,"(-1.00000000, -1.00000000)"
I182011100,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,816,,2/11/18 13:19,2018,2,Sunday,13,Part Two,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I182010989,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,276,,2/10/18 23:29,2018,2,Saturday,23,Part Two,SHAWMUT AVE,42.33248759,-71.08365801,"(42.33248759, -71.08365801)"
I182010943,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,402,,2/10/18 19:37,2018,2,Saturday,19,Part Two,FULLER ST,42.28368807,-71.06587898,"(42.28368807, -71.06587898)"
I182010925,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,167,,2/10/18 0:00,2018,2,Saturday,0,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I182010922,1845,Drug Violation,DRUGS - POSS CLASS D,E5,563,,2/10/18 18:33,2018,2,Saturday,18,Part Two,GRANFIELD AVE,42.29019694,-71.12412753,"(42.29019694, -71.12412753)"
I182010913,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4, ,,2/10/18 17:35,2018,2,Saturday,17,Part Two,DARTMOUTH ST,,,"(0.00000000, 0.00000000)"
I182010913,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,D4, ,,2/10/18 17:35,2018,2,Saturday,17,Part Two,DARTMOUTH ST,,,"(0.00000000, 0.00000000)"
I182010913,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4, ,,2/10/18 17:35,2018,2,Saturday,17,Part Two,DARTMOUTH ST,,,"(0.00000000, 0.00000000)"
I182010913,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4, ,,2/10/18 17:35,2018,2,Saturday,17,Part Two,DARTMOUTH ST,,,"(0.00000000, 0.00000000)"
I182010906,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,799,,2/10/18 17:24,2018,2,Saturday,17,Part Two,BRIGHTON AVE,42.35248361,-71.12729519,"(42.35248361, -71.12729519)"
I182010887,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2, ,,2/10/18 16:30,2018,2,Saturday,16,Part Two,DUDLEY ST,,,"(0.00000000, 0.00000000)"
I182010885,1850,Drug Violation,DRUGS - POSS CLASS E - INTENT TO MFR DIST DISP,D4,617,,9/27/18 1:43,2018,9,Thursday,1,Part Two,FENWAY,42.33897466,-71.09696315,"(42.33897466, -71.09696315)"
I182010885,1846,Drug Violation,DRUGS - POSS CLASS E,D4,617,,9/27/18 1:43,2018,9,Thursday,1,Part Two,FENWAY,42.33897466,-71.09696315,"(42.33897466, -71.09696315)"
I182010883,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B3,464,,2/10/18 16:15,2018,2,Saturday,16,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182010882,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,258,,2/10/18 16:14,2018,2,Saturday,16,Part Two,COLUMBIA RD,42.31684532,-71.06556419,"(42.31684532, -71.06556419)"
I182010879,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,280,,2/10/18 16:14,2018,2,Saturday,16,Part Two,WARREN ST,42.32978737,-71.08324801,"(42.32978737, -71.08324801)"
I182010876,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,A1,63,,2/10/18 12:30,2018,2,Saturday,12,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182010876,1870,Drug Violation,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE,A1,63,,2/10/18 12:30,2018,2,Saturday,12,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182010868,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1, ,,2/10/18 14:58,2018,2,Saturday,14,Part Two,BOYLSTON ST,,,"(0.00000000, 0.00000000)"
I182010868,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1, ,,2/10/18 14:58,2018,2,Saturday,14,Part Two,BOYLSTON ST,,,"(0.00000000, 0.00000000)"
I182010868,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1, ,,2/10/18 14:58,2018,2,Saturday,14,Part Two,BOYLSTON ST,,,"(0.00000000, 0.00000000)"
I182010861,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,A7, ,,2/10/18 14:14,2018,2,Saturday,14,Part Two,,,,"(0.00000000, 0.00000000)"
I182010856,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,216,,2/10/18 13:45,2018,2,Saturday,13,Part Two,DORCHESTER ST,42.33227604,-71.05205464,"(42.33227604, -71.05205464)"
I182010856,1874,Drug Violation,DRUGS - OTHER,C6,216,,2/10/18 13:45,2018,2,Saturday,13,Part Two,DORCHESTER ST,42.33227604,-71.05205464,"(42.33227604, -71.05205464)"
I182010836,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,904,,2/10/18 12:56,2018,2,Saturday,12,Part Two,ZEIGLER ST,42.32924494,-71.08200715,"(42.32924494, -71.08200715)"
I182010759,1874,Drug Violation,DRUGS - OTHER,C11, ,,2/10/18 2:28,2018,2,Saturday,2,Part Two,,42.30344978,-71.0715395,"(42.30344978, -71.07153950)"
I182010725,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,460,,2/9/18 22:20,2018,2,Friday,22,Part Two,BRINSLEY ST,42.30548788,-71.07865241,"(42.30548788, -71.07865241)"
I182010691,1874,Drug Violation,DRUGS - OTHER,D4,134,,2/9/18 18:45,2018,2,Friday,18,Part Two,BOYLSTON ST,42.35009599,-71.0773211,"(42.35009599, -71.07732110)"
I182010690,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B2,691,,2/9/18 19:50,2018,2,Friday,19,Part Two,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I182010676,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,C11, ,,2/9/18 18:25,2018,2,Friday,18,Part Two,BOWDOIN ST,,,"(0.00000000, 0.00000000)"
I182010655,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18,519,,2/9/18 16:57,2018,2,Friday,16,Part Two,PIERCE ST,42.25643081,-71.11800887,"(42.25643081, -71.11800887)"
I182010650,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,273,,2/9/18 17:11,2018,2,Friday,17,Part Two,CAMDEN ST,42.33744115,-71.08057671,"(42.33744115, -71.08057671)"
I182010634,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,168,,2/9/18 15:47,2018,2,Friday,15,Part Two,SAINT GEORGE ST,42.33845028,-71.07210292,"(42.33845028, -71.07210292)"
I182010585,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,571,,2/9/18 12:53,2018,2,Friday,12,Part Two,PETER PARLEY RD,42.31124647,-71.10228562,"(42.31124647, -71.10228562)"
I182010563,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,287,,2/9/18 11:52,2018,2,Friday,11,Part Two,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)"
I182010563,1815,Drug Violation,DRUGS - POSSESSION,B2,287,,2/9/18 11:52,2018,2,Friday,11,Part Two,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)"
I182010539,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C11,341,,2/9/18 10:15,2018,2,Friday,10,Part Two,BOWDOIN ST,42.30624383,-71.06701196,"(42.30624383, -71.06701196)"
I182010451,1825,Drug Violation,DRUGS - POSSESSION OF DRUG PARAPHANALIA,D4,158,,2/8/18 21:30,2018,2,Thursday,21,Part Two,W DEDHAM ST,42.34186765,-71.07272215,"(42.34186765, -71.07272215)"
I182010451,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,158,,2/8/18 21:30,2018,2,Thursday,21,Part Two,W DEDHAM ST,42.34186765,-71.07272215,"(42.34186765, -71.07272215)"
I182010440,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,797,,2/8/18 20:47,2018,2,Thursday,20,Part Two,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
I182010389,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,189,,2/8/18 17:13,2018,2,Thursday,17,Part Two,BUTTONWOOD ST,42.32250351,-71.05587546,"(42.32250351, -71.05587546)"
I182010361,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,175,,3/22/18 15:15,2018,3,Thursday,15,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I182010305,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C11,334,,2/8/18 11:38,2018,2,Thursday,11,Part Two,QUINCY ST,42.30830768,-71.06540751,"(42.30830768, -71.06540751)"
I182010305,1846,Drug Violation,DRUGS - POSS CLASS E,C11,334,,2/8/18 11:38,2018,2,Thursday,11,Part Two,QUINCY ST,42.30830768,-71.06540751,"(42.30830768, -71.06540751)"
I182010305,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,334,,2/8/18 11:38,2018,2,Thursday,11,Part Two,QUINCY ST,42.30830768,-71.06540751,"(42.30830768, -71.06540751)"
I182010274,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,E13,307,,2/8/18 10:21,2018,2,Thursday,10,Part Two,WALNUT PARK,42.31451479,-71.0947082,"(42.31451479, -71.09470820)"
I182010255,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,270,,2/8/18 9:30,2018,2,Thursday,9,Part Two,HARRISON AVE,42.33465866,-71.07547393,"(42.33465866, -71.07547393)"
I182010255,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,270,,2/8/18 9:30,2018,2,Thursday,9,Part Two,HARRISON AVE,42.33465866,-71.07547393,"(42.33465866, -71.07547393)"
I182010255,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,D4,270,,2/8/18 9:30,2018,2,Thursday,9,Part Two,HARRISON AVE,42.33465866,-71.07547393,"(42.33465866, -71.07547393)"
I182010255,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,270,,2/8/18 9:30,2018,2,Thursday,9,Part Two,HARRISON AVE,42.33465866,-71.07547393,"(42.33465866, -71.07547393)"
I182010243,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,167,,2/8/18 9:23,2018,2,Thursday,9,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I182010219,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,B3,456,,2/8/18 6:12,2018,2,Thursday,6,Part Two,GREENWICH ST,42.33551719,-71.08347976,"(42.33551719, -71.08347976)"
I182010219,2617,Drug Violation,CONSPIRACY EXCEPT DRUG LAW,B3,456,,2/8/18 6:12,2018,2,Thursday,6,Part Two,GREENWICH ST,42.33551719,-71.08347976,"(42.33551719, -71.08347976)"
I182010217,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E13,307,,2/8/18 6:16,2018,2,Thursday,6,Part Two,WALNUT PARK,42.31534411,-71.09584709,"(42.31534411, -71.09584709)"
I182010217,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E13,307,,2/8/18 6:16,2018,2,Thursday,6,Part Two,WALNUT PARK,42.31534411,-71.09584709,"(42.31534411, -71.09584709)"
I182010214,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,325,,2/8/18 6:00,2018,2,Thursday,6,Part Two,DEWEY ST,42.31652381,-71.07528756,"(42.31652381, -71.07528756)"
I182010213,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,242,,2/8/18 6:00,2018,2,Thursday,6,Part Two,KEVIN RD,42.31669234,-71.06209904,"(42.31669234, -71.06209904)"
I182010211,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D4,903,,2/8/18 6:09,2018,2,Thursday,6,Part Two,TROTTER CT,42.33596847,-71.08129856,"(42.33596847, -71.08129856)"
I182010210,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,268,,2/8/18 6:08,2018,2,Thursday,6,Part Two,ADAMS ST,42.3289779,-71.07592971,"(42.32897790, -71.07592971)"
I182010209,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,B2,317,,2/8/18 6:07,2018,2,Thursday,6,Part Two,RUTHVEN ST,42.31115413,-71.08677174,"(42.31115413, -71.08677174)"
I182010206,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,327,,2/8/18 6:04,2018,2,Thursday,6,Part Two,HARTFORD ST,42.3139469,-71.07318374,"(42.31394690, -71.07318374)"
I182010201,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,321,,2/8/18 4:38,2018,2,Thursday,4,Part Two,INTERVALE ST,42.31226098,-71.08179001,"(42.31226098, -71.08179001)"
I182010201,1870,Drug Violation,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE,B2,321,,2/8/18 4:38,2018,2,Thursday,4,Part Two,INTERVALE ST,42.31226098,-71.08179001,"(42.31226098, -71.08179001)"
I182010158,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,341,,2/7/18 21:42,2018,2,Wednesday,21,Part Two,HOMES AVE,42.30344073,-71.06674608,"(42.30344073, -71.06674608)"
I182010150,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,D4,169,,2/7/18 19:00,2018,2,Wednesday,19,Part Two,E NEWTON ST,42.3367113,-71.07102057,"(42.33671130, -71.07102057)"
I182010150,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,169,,2/7/18 19:00,2018,2,Wednesday,19,Part Two,E NEWTON ST,42.3367113,-71.07102057,"(42.33671130, -71.07102057)"
I182010150,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,D4,169,,2/7/18 19:00,2018,2,Wednesday,19,Part Two,E NEWTON ST,42.3367113,-71.07102057,"(42.33671130, -71.07102057)"
I182010150,1850,Drug Violation,DRUGS - POSS CLASS E - INTENT TO MFR DIST DISP,D4,169,,2/7/18 19:00,2018,2,Wednesday,19,Part Two,E NEWTON ST,42.3367113,-71.07102057,"(42.33671130, -71.07102057)"
I182010132,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11, ,,2/7/18 19:33,2018,2,Wednesday,19,Part Two,BOWDOIN ST,,,"(0.00000000, 0.00000000)"
I182010128,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,413,,2/7/18 18:10,2018,2,Wednesday,18,Part Two,MORTON ST,42.2775432,-71.07795019,"(42.27754320, -71.07795019)"
I182010103,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C6,200,,2/7/18 17:24,2018,2,Wednesday,17,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I182010058,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C11,402,,2/7/18 14:13,2018,2,Wednesday,14,Part Two,ROCKWELL ST,42.28387495,-71.07154989,"(42.28387495, -71.07154989)"
I182010047,1845,Drug Violation,DRUGS - POSS CLASS D,E13,573,,2/6/18 12:50,2018,2,Tuesday,12,Part Two,MCBRIDE ST,42.30581531,-71.109627,"(42.30581531, -71.10962700)"
I182010030,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,341,,2/7/18 11:36,2018,2,Wednesday,11,Part Two,BOWDOIN ST,42.30553434,-71.06788511,"(42.30553434, -71.06788511)"
I182010001,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,E13,570,,2/7/18 10:16,2018,2,Wednesday,10,Part Two,FOREST HILLS ST,42.30492239,-71.10298073,"(42.30492239, -71.10298073)"
I182010001,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,E13,570,,2/7/18 10:16,2018,2,Wednesday,10,Part Two,FOREST HILLS ST,42.30492239,-71.10298073,"(42.30492239, -71.10298073)"
I182009950,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,, ,,2/7/18 1:59,2018,2,Wednesday,1,Part Two,MASS PIKE I90,,,"(0.00000000, 0.00000000)"
I182009922,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,239,,2/6/18 21:15,2018,2,Tuesday,21,Part Two,COLUMBIA RD,42.31705299,-71.06521384,"(42.31705299, -71.06521384)"
I182009914,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E5,289,,2/6/18 21:46,2018,2,Tuesday,21,Part Two,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I182009914,1870,Drug Violation,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE,E5,289,,2/6/18 21:46,2018,2,Tuesday,21,Part Two,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I182009874,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3, ,,2/6/18 17:48,2018,2,Tuesday,17,Part Two,MORTON ST,,,"(0.00000000, 0.00000000)"
I182009871,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,465,,2/6/18 18:49,2018,2,Tuesday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182009870,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2/6/18 18:48,2018,2,Tuesday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182009867,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,574,,2/6/18 18:34,2018,2,Tuesday,18,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I182009862,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C6,175,,2/6/18 18:30,2018,2,Tuesday,18,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I182009846,1874,Drug Violation,DRUGS - OTHER,B3,465,,2/6/18 17:54,2018,2,Tuesday,17,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I182009832,1844,Drug Violation,DRUGS - POSS CLASS C,B3, ,,2/6/18 16:50,2018,2,Tuesday,16,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182009820,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E18,542,,2/6/18 16:05,2018,2,Tuesday,16,Part Two,GORDON AVE,42.25562152,-71.12557424,"(42.25562152, -71.12557424)"
I182009818,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,331,,2/6/18 16:20,2018,2,Tuesday,16,Part Two,COLUMBIA RD,42.31323896,-71.06822206,"(42.31323896, -71.06822206)"
I182009816,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B3,464,,2/6/18 16:11,2018,2,Tuesday,16,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182009768,1874,Drug Violation,DRUGS - OTHER,A7,30,,2/6/18 13:13,2018,2,Tuesday,13,Part Two,FRANKFORT ST,42.37083684,-71.03397707,"(42.37083684, -71.03397707)"
I182009743,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,341,,2/6/18 12:27,2018,2,Tuesday,12,Part Two,BOWDOIN ST,42.30573977,-71.06762362,"(42.30573977, -71.06762362)"
I182009672,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,901,,2/6/18 8:55,2018,2,Tuesday,8,Part Two,HORADAN WAY,42.33471058,-71.09938904,"(42.33471058, -71.09938904)"
I182009639,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E13,307,,2/6/18 1:10,2018,2,Tuesday,1,Part Two,COLUMBUS AVE,42.31590032,-71.09820045,"(42.31590032, -71.09820045)"
